2001-12-07	HOWTO       	HTML        	SGML        	2
2001-10-09	HOWTO       	DocBook     	XML         	3
2001-10-09	HOWTO       	HTML        	SGML        	2
2001-10-09	HOWTO       	LinuxDoc    	SGML        	167
2001-10-09	MINI        	DocBook     	SGML        	75
2001-10-09	MINI        	HTML        	SGML        	1
2001-10-09	MINI        	LinuxDoc    	SGML        	34
2001-10-09	QUICK       	HTML        	SGML        	1
2001-10-09	QUICK       	N/A         	PDF         	1
2001-10-09	TEMPLATE    	DocBook     	SGML        	1
2001-10-09	TEMPLATE    	LinuxDoc    	SGML        	2
2001-10-10	BACKGROUNDER	DocBook     	SGML        	1
2001-10-10	FAQ         	DocBook     	SGML        	2
2001-10-10	FAQ         	HTML        	SGML        	2
2001-10-10	FAQ         	LinuxDoc    	SGML        	2
2001-10-10	FAQ         	N/A         	TEXT        	3
2001-10-10	GUIDE       	DocBook     	SGML        	7
2001-10-10	GUIDE       	DocBook     	XML         	2
2001-10-10	GUIDE       	HTML        	SGML        	1
2001-10-10	GUIDE       	LinuxDoc    	SGML        	1
2001-10-10	GUIDE       	N/A         	LaTeX       	1
2001-10-10	HOWTO       	DocBook     	SGML        	89
2001-10-10	HOWTO       	DocBook     	XML         	3
2001-10-10	HOWTO       	HTML        	SGML        	2
2001-10-10	HOWTO       	LinuxDoc    	SGML        	167
2001-10-10	MINI        	DocBook     	SGML        	75
2001-10-10	MINI        	HTML        	SGML        	1
2001-10-10	MINI        	LinuxDoc    	SGML        	34
2001-10-10	QUICK       	HTML        	SGML        	1
2001-10-10	QUICK       	N/A         	PDF         	1
2001-10-10	TEMPLATE    	DocBook     	SGML        	1
2001-10-10	TEMPLATE    	LinuxDoc    	SGML        	2
2001-10-11	BACKGROUNDER	DocBook     	SGML        	1
2001-10-11	FAQ         	DocBook     	SGML        	2
2001-10-11	FAQ         	HTML        	SGML        	2
2001-10-11	FAQ         	LinuxDoc    	SGML        	2
2001-10-11	FAQ         	N/A         	TEXT        	3
2001-10-11	GUIDE       	DocBook     	SGML        	7
2001-10-11	GUIDE       	DocBook     	XML         	2
2001-10-11	GUIDE       	HTML        	SGML        	1
2001-10-11	GUIDE       	LinuxDoc    	SGML        	1
2001-10-11	GUIDE       	N/A         	LaTeX       	1
2001-10-11	HOWTO       	DocBook     	SGML        	89
2001-10-11	HOWTO       	DocBook     	XML         	3
2001-10-11	HOWTO       	HTML        	SGML        	2
2001-10-11	HOWTO       	LinuxDoc    	SGML        	167
2001-10-11	MINI        	DocBook     	SGML        	75
2001-10-11	MINI        	HTML        	SGML        	1
2001-10-11	MINI        	LinuxDoc    	SGML        	34
2001-10-11	QUICK       	HTML        	SGML        	1
2001-10-11	QUICK       	N/A         	PDF         	1
2001-10-11	TEMPLATE    	DocBook     	SGML        	1
2001-10-11	TEMPLATE    	LinuxDoc    	SGML        	2
2001-10-12	BACKGROUNDER	DocBook     	SGML        	1
2001-10-12	FAQ         	DocBook     	SGML        	2
2001-10-12	FAQ         	HTML        	SGML        	2
2001-10-12	FAQ         	LinuxDoc    	SGML        	2
2001-10-12	FAQ         	N/A         	TEXT        	3
2001-10-12	GUIDE       	DocBook     	SGML        	7
2001-10-12	GUIDE       	DocBook     	XML         	2
2001-10-12	GUIDE       	HTML        	SGML        	1
2001-10-12	GUIDE       	LinuxDoc    	SGML        	1
2001-10-12	GUIDE       	N/A         	LaTeX       	1
2001-10-12	HOWTO       	DocBook     	SGML        	89
2001-10-12	HOWTO       	DocBook     	XML         	3
2001-10-12	HOWTO       	HTML        	SGML        	2
2001-10-12	HOWTO       	LinuxDoc    	SGML        	167
2001-10-12	MINI        	DocBook     	SGML        	75
2001-10-12	MINI        	HTML        	SGML        	1
2001-10-12	MINI        	LinuxDoc    	SGML        	34
2001-10-05	MINI        	DocBook     	SGML        	75
2001-10-05	MINI        	HTML        	SGML        	1
2001-10-05	MINI        	LinuxDoc    	SGML        	34
2001-10-05	QUICK       	HTML        	SGML        	1
2001-10-05	QUICK       	N/A         	PDF         	1
2001-10-05	TEMPLATE    	DocBook     	SGML        	1
2001-10-05	TEMPLATE    	LinuxDoc    	SGML        	2
2001-10-06	BACKGROUNDER	DocBook     	SGML        	1
2001-10-06	FAQ         	DocBook     	SGML        	2
2001-10-06	FAQ         	HTML        	SGML        	2
2001-10-06	FAQ         	LinuxDoc    	SGML        	2
2001-10-06	FAQ         	N/A         	TEXT        	3
2001-10-06	GUIDE       	DocBook     	SGML        	7
2001-10-06	GUIDE       	DocBook     	XML         	2
2001-10-06	GUIDE       	HTML        	SGML        	1
2001-10-06	GUIDE       	LinuxDoc    	SGML        	1
2001-10-06	GUIDE       	N/A         	LaTeX       	1
2001-10-06	HOWTO       	DocBook     	SGML        	89
2001-10-06	HOWTO       	DocBook     	XML         	3
2001-10-06	HOWTO       	HTML        	SGML        	2
2001-10-06	HOWTO       	LinuxDoc    	SGML        	167
2001-10-06	MINI        	DocBook     	SGML        	75
2001-10-06	MINI        	HTML        	SGML        	1
2001-10-06	MINI        	LinuxDoc    	SGML        	34
2001-10-06	QUICK       	HTML        	SGML        	1
2001-10-06	QUICK       	N/A         	PDF         	1
2001-10-06	TEMPLATE    	DocBook     	SGML        	1
2001-10-06	TEMPLATE    	LinuxDoc    	SGML        	2
2001-10-07	BACKGROUNDER	DocBook     	SGML        	1
2001-10-07	FAQ         	DocBook     	SGML        	2
2001-10-07	FAQ         	HTML        	SGML        	2
2001-10-07	FAQ         	LinuxDoc    	SGML        	2
2001-10-07	FAQ         	N/A         	TEXT        	3
2001-10-07	GUIDE       	DocBook     	SGML        	7
2001-10-07	GUIDE       	DocBook     	XML         	2
2001-10-07	GUIDE       	HTML        	SGML        	1
2001-10-07	GUIDE       	LinuxDoc    	SGML        	1
2001-10-07	GUIDE       	N/A         	LaTeX       	1
2001-10-07	HOWTO       	DocBook     	SGML        	89
2001-10-07	HOWTO       	DocBook     	XML         	3
2001-10-07	HOWTO       	HTML        	SGML        	2
2001-10-07	HOWTO       	LinuxDoc    	SGML        	167
2001-10-07	MINI        	DocBook     	SGML        	75
2001-10-07	MINI        	HTML        	SGML        	1
2001-10-07	MINI        	LinuxDoc    	SGML        	34
2001-10-07	QUICK       	HTML        	SGML        	1
2001-10-07	QUICK       	N/A         	PDF         	1
2001-10-07	TEMPLATE    	DocBook     	SGML        	1
2001-10-07	TEMPLATE    	LinuxDoc    	SGML        	2
2001-10-08	BACKGROUNDER	DocBook     	SGML        	1
2001-10-08	FAQ         	DocBook     	SGML        	2
2001-10-08	FAQ         	HTML        	SGML        	2
2001-10-08	FAQ         	LinuxDoc    	SGML        	2
2001-10-08	FAQ         	N/A         	TEXT        	3
2001-10-08	GUIDE       	DocBook     	SGML        	7
2001-10-08	GUIDE       	DocBook     	XML         	2
2001-10-08	GUIDE       	HTML        	SGML        	1
2001-10-08	GUIDE       	LinuxDoc    	SGML        	1
2001-10-08	GUIDE       	N/A         	LaTeX       	1
2001-10-08	HOWTO       	DocBook     	SGML        	89
2001-10-08	HOWTO       	DocBook     	XML         	3
2001-10-08	HOWTO       	HTML        	SGML        	2
2001-10-08	HOWTO       	LinuxDoc    	SGML        	167
2001-10-08	MINI        	DocBook     	SGML        	75
2001-10-08	MINI        	HTML        	SGML        	1
2001-10-08	MINI        	LinuxDoc    	SGML        	34
2001-10-08	QUICK       	HTML        	SGML        	1
2001-10-08	QUICK       	N/A         	PDF         	1
2001-10-08	TEMPLATE    	DocBook     	SGML        	1
2001-10-08	TEMPLATE    	LinuxDoc    	SGML        	2
2001-10-09	BACKGROUNDER	DocBook     	SGML        	1
2001-10-09	FAQ         	DocBook     	SGML        	2
2001-10-09	FAQ         	HTML        	SGML        	2
2001-10-09	FAQ         	LinuxDoc    	SGML        	2
2001-10-09	FAQ         	N/A         	TEXT        	3
2001-10-02	FAQ         	HTML        	SGML        	2
2001-10-02	FAQ         	LinuxDoc    	SGML        	2
2001-10-02	FAQ         	N/A         	TEXT        	3
2001-10-02	GUIDE       	DocBook     	SGML        	7
2001-10-02	GUIDE       	DocBook     	XML         	2
2001-10-02	GUIDE       	HTML        	SGML        	1
2001-10-02	GUIDE       	LinuxDoc    	SGML        	1
2001-10-02	GUIDE       	N/A         	LaTeX       	1
2001-10-02	HOWTO       	DocBook     	SGML        	89
2001-10-02	HOWTO       	DocBook     	XML         	3
2001-10-02	HOWTO       	HTML        	SGML        	2
2001-10-02	HOWTO       	LinuxDoc    	SGML        	167
2001-10-02	MINI        	DocBook     	SGML        	75
2001-10-02	MINI        	HTML        	SGML        	1
2001-10-02	MINI        	LinuxDoc    	SGML        	34
2001-10-02	QUICK       	HTML        	SGML        	1
2001-10-02	QUICK       	N/A         	PDF         	1
2001-10-02	TEMPLATE    	DocBook     	SGML        	1
2001-10-02	TEMPLATE    	LinuxDoc    	SGML        	2
2001-10-03	BACKGROUNDER	DocBook     	SGML        	1
2001-10-03	FAQ         	DocBook     	SGML        	2
2001-10-03	FAQ         	HTML        	SGML        	2
2001-10-03	FAQ         	LinuxDoc    	SGML        	2
2001-10-03	FAQ         	N/A         	TEXT        	3
2001-10-03	GUIDE       	DocBook     	SGML        	7
2001-10-03	GUIDE       	DocBook     	XML         	2
2001-10-03	GUIDE       	HTML        	SGML        	1
2001-10-03	GUIDE       	LinuxDoc    	SGML        	1
2001-10-03	GUIDE       	N/A         	LaTeX       	1
2001-10-03	HOWTO       	DocBook     	SGML        	89
2001-10-03	HOWTO       	DocBook     	XML         	3
2001-10-03	HOWTO       	HTML        	SGML        	2
2001-10-03	HOWTO       	LinuxDoc    	SGML        	167
2001-10-03	MINI        	DocBook     	SGML        	75
2001-10-03	MINI        	HTML        	SGML        	1
2001-10-03	MINI        	LinuxDoc    	SGML        	34
2001-10-03	QUICK       	HTML        	SGML        	1
2001-10-03	QUICK       	N/A         	PDF         	1
2001-10-03	TEMPLATE    	DocBook     	SGML        	1
2001-10-03	TEMPLATE    	LinuxDoc    	SGML        	2
2001-10-04	BACKGROUNDER	DocBook     	SGML        	1
2001-10-04	FAQ         	DocBook     	SGML        	2
2001-10-04	FAQ         	HTML        	SGML        	2
2001-10-04	FAQ         	LinuxDoc    	SGML        	2
2001-10-04	FAQ         	N/A         	TEXT        	3
2001-10-04	GUIDE       	DocBook     	SGML        	7
2001-10-04	GUIDE       	DocBook     	XML         	2
2001-10-04	GUIDE       	HTML        	SGML        	1
2001-10-04	GUIDE       	LinuxDoc    	SGML        	1
2001-10-04	GUIDE       	N/A         	LaTeX       	1
2001-10-04	HOWTO       	DocBook     	SGML        	89
2001-10-04	HOWTO       	DocBook     	XML         	3
2001-10-04	HOWTO       	HTML        	SGML        	2
2001-10-04	HOWTO       	LinuxDoc    	SGML        	167
2001-10-04	MINI        	DocBook     	SGML        	75
2001-10-04	MINI        	HTML        	SGML        	1
2001-10-04	MINI        	LinuxDoc    	SGML        	34
2001-10-04	QUICK       	HTML        	SGML        	1
2001-10-04	QUICK       	N/A         	PDF         	1
2001-10-04	TEMPLATE    	DocBook     	SGML        	1
2001-10-04	TEMPLATE    	LinuxDoc    	SGML        	2
2001-10-05	BACKGROUNDER	DocBook     	SGML        	1
2001-10-05	FAQ         	DocBook     	SGML        	2
2001-10-05	FAQ         	HTML        	SGML        	2
2001-10-05	FAQ         	LinuxDoc    	SGML        	2
2001-10-05	FAQ         	N/A         	TEXT        	3
2001-10-05	GUIDE       	DocBook     	SGML        	7
2001-10-05	GUIDE       	DocBook     	XML         	2
2001-10-05	GUIDE       	HTML        	SGML        	1
2001-10-05	GUIDE       	LinuxDoc    	SGML        	1
2001-10-05	GUIDE       	N/A         	LaTeX       	1
2001-10-05	HOWTO       	DocBook     	SGML        	89
2001-10-05	HOWTO       	DocBook     	XML         	3
2001-10-05	HOWTO       	HTML        	SGML        	2
2001-10-05	HOWTO       	LinuxDoc    	SGML        	167
2001-09-28	HOWTO       	DocBook     	XML         	3
2001-09-28	HOWTO       	HTML        	SGML        	2
2001-09-28	HOWTO       	LinuxDoc    	SGML        	167
2001-09-28	MINI        	DocBook     	SGML        	75
2001-09-28	MINI        	HTML        	SGML        	1
2001-09-28	MINI        	LinuxDoc    	SGML        	34
2001-09-28	QUICK       	HTML        	SGML        	1
2001-09-28	QUICK       	N/A         	PDF         	1
2001-09-28	TEMPLATE    	DocBook     	SGML        	1
2001-09-28	TEMPLATE    	LinuxDoc    	SGML        	2
2001-09-29	BACKGROUNDER	DocBook     	SGML        	1
2001-09-29	FAQ         	DocBook     	SGML        	2
2001-09-29	FAQ         	HTML        	SGML        	2
2001-09-29	FAQ         	LinuxDoc    	SGML        	2
2001-09-29	FAQ         	N/A         	TEXT        	3
2001-09-29	GUIDE       	DocBook     	SGML        	7
2001-09-29	GUIDE       	DocBook     	XML         	2
2001-09-29	GUIDE       	HTML        	SGML        	1
2001-09-29	GUIDE       	LinuxDoc    	SGML        	1
2001-09-29	GUIDE       	N/A         	LaTeX       	1
2001-09-29	HOWTO       	DocBook     	SGML        	89
2001-09-29	HOWTO       	DocBook     	XML         	3
2001-09-29	HOWTO       	HTML        	SGML        	2
2001-09-29	HOWTO       	LinuxDoc    	SGML        	167
2001-09-29	MINI        	DocBook     	SGML        	75
2001-09-29	MINI        	HTML        	SGML        	1
2001-09-29	MINI        	LinuxDoc    	SGML        	34
2001-09-29	QUICK       	HTML        	SGML        	1
2001-09-29	QUICK       	N/A         	PDF         	1
2001-09-29	TEMPLATE    	DocBook     	SGML        	1
2001-09-29	TEMPLATE    	LinuxDoc    	SGML        	2
2001-09-30	BACKGROUNDER	DocBook     	SGML        	1
2001-09-30	FAQ         	DocBook     	SGML        	2
2001-09-30	FAQ         	HTML        	SGML        	2
2001-09-30	FAQ         	LinuxDoc    	SGML        	2
2001-09-30	FAQ         	N/A         	TEXT        	3
2001-09-30	GUIDE       	DocBook     	SGML        	7
2001-09-30	GUIDE       	DocBook     	XML         	2
2001-09-30	GUIDE       	HTML        	SGML        	1
2001-09-30	GUIDE       	LinuxDoc    	SGML        	1
2001-09-30	GUIDE       	N/A         	LaTeX       	1
2001-09-30	HOWTO       	DocBook     	SGML        	89
2001-09-30	HOWTO       	DocBook     	XML         	3
2001-09-30	HOWTO       	HTML        	SGML        	2
2001-09-30	HOWTO       	LinuxDoc    	SGML        	167
2001-09-30	MINI        	DocBook     	SGML        	75
2001-09-30	MINI        	HTML        	SGML        	1
2001-09-30	MINI        	LinuxDoc    	SGML        	34
2001-09-30	QUICK       	HTML        	SGML        	1
2001-09-30	QUICK       	N/A         	PDF         	1
2001-09-30	TEMPLATE    	DocBook     	SGML        	1
2001-09-30	TEMPLATE    	LinuxDoc    	SGML        	2
2001-10-01	BACKGROUNDER	DocBook     	SGML        	1
2001-10-01	FAQ         	DocBook     	SGML        	2
2001-10-01	FAQ         	HTML        	SGML        	2
2001-10-01	FAQ         	LinuxDoc    	SGML        	2
2001-10-01	FAQ         	N/A         	TEXT        	3
2001-10-01	GUIDE       	DocBook     	SGML        	7
2001-10-01	GUIDE       	DocBook     	XML         	2
2001-10-01	GUIDE       	HTML        	SGML        	1
2001-10-01	GUIDE       	LinuxDoc    	SGML        	1
2001-10-01	GUIDE       	N/A         	LaTeX       	1
2001-10-01	HOWTO       	DocBook     	SGML        	89
2001-10-01	HOWTO       	DocBook     	XML         	3
2001-10-01	HOWTO       	HTML        	SGML        	2
2001-10-01	HOWTO       	LinuxDoc    	SGML        	167
2001-10-01	MINI        	DocBook     	SGML        	75
2001-10-01	MINI        	HTML        	SGML        	1
2001-10-01	MINI        	LinuxDoc    	SGML        	34
2001-10-01	QUICK       	HTML        	SGML        	1
2001-10-01	QUICK       	N/A         	PDF         	1
2001-10-01	TEMPLATE    	DocBook     	SGML        	1
2001-10-01	TEMPLATE    	LinuxDoc    	SGML        	2
2001-10-02	BACKGROUNDER	DocBook     	SGML        	1
2001-10-02	FAQ         	DocBook     	SGML        	2
2001-09-24	TEMPLATE    	LinuxDoc    	SGML        	2
2001-09-25	BACKGROUNDER	DocBook     	SGML        	1
2001-09-25	FAQ         	DocBook     	SGML        	2
2001-09-25	FAQ         	HTML        	SGML        	2
2001-09-25	FAQ         	LinuxDoc    	SGML        	2
2001-09-25	FAQ         	N/A         	TEXT        	3
2001-09-25	GUIDE       	DocBook     	SGML        	7
2001-09-25	GUIDE       	DocBook     	XML         	2
2001-09-25	GUIDE       	HTML        	SGML        	1
2001-09-25	GUIDE       	LinuxDoc    	SGML        	1
2001-09-25	GUIDE       	N/A         	LaTeX       	1
2001-09-25	HOWTO       	DocBook     	SGML        	87
2001-09-25	HOWTO       	DocBook     	XML         	3
2001-09-25	HOWTO       	HTML        	SGML        	2
2001-09-25	HOWTO       	LinuxDoc    	SGML        	167
2001-09-25	MINI        	DocBook     	SGML        	75
2001-09-25	MINI        	HTML        	SGML        	1
2001-09-25	MINI        	LinuxDoc    	SGML        	34
2001-09-25	QUICK       	HTML        	SGML        	1
2001-09-25	QUICK       	N/A         	PDF         	1
2001-09-25	TEMPLATE    	DocBook     	SGML        	1
2001-09-25	TEMPLATE    	LinuxDoc    	SGML        	2
2001-09-26	BACKGROUNDER	DocBook     	SGML        	1
2001-09-26	FAQ         	DocBook     	SGML        	2
2001-09-26	FAQ         	HTML        	SGML        	2
2001-09-26	FAQ         	LinuxDoc    	SGML        	2
2001-09-26	FAQ         	N/A         	TEXT        	3
2001-09-26	GUIDE       	DocBook     	SGML        	7
2001-09-26	GUIDE       	DocBook     	XML         	2
2001-09-26	GUIDE       	HTML        	SGML        	1
2001-09-26	GUIDE       	LinuxDoc    	SGML        	1
2001-09-26	GUIDE       	N/A         	LaTeX       	1
2001-09-26	HOWTO       	DocBook     	SGML        	87
2001-09-26	HOWTO       	DocBook     	XML         	3
2001-09-26	HOWTO       	HTML        	SGML        	2
2001-09-26	HOWTO       	LinuxDoc    	SGML        	167
2001-09-26	MINI        	DocBook     	SGML        	75
2001-09-26	MINI        	HTML        	SGML        	1
2001-09-26	MINI        	LinuxDoc    	SGML        	34
2001-09-26	QUICK       	HTML        	SGML        	1
2001-09-26	QUICK       	N/A         	PDF         	1
2001-09-26	TEMPLATE    	DocBook     	SGML        	1
2001-09-26	TEMPLATE    	LinuxDoc    	SGML        	2
2001-09-27	BACKGROUNDER	DocBook     	SGML        	1
2001-09-27	FAQ         	DocBook     	SGML        	2
2001-09-27	FAQ         	HTML        	SGML        	2
2001-09-27	FAQ         	LinuxDoc    	SGML        	2
2001-09-27	FAQ         	N/A         	TEXT        	3
2001-09-27	GUIDE       	DocBook     	SGML        	7
2001-09-27	GUIDE       	DocBook     	XML         	2
2001-09-27	GUIDE       	HTML        	SGML        	1
2001-09-27	GUIDE       	LinuxDoc    	SGML        	1
2001-09-27	GUIDE       	N/A         	LaTeX       	1
2001-09-27	HOWTO       	DocBook     	SGML        	87
2001-09-27	HOWTO       	DocBook     	XML         	3
2001-09-27	HOWTO       	HTML        	SGML        	2
2001-09-27	HOWTO       	LinuxDoc    	SGML        	167
2001-09-27	MINI        	DocBook     	SGML        	75
2001-09-27	MINI        	HTML        	SGML        	1
2001-09-27	MINI        	LinuxDoc    	SGML        	34
2001-09-27	QUICK       	HTML        	SGML        	1
2001-09-27	QUICK       	N/A         	PDF         	1
2001-09-27	TEMPLATE    	DocBook     	SGML        	1
2001-09-27	TEMPLATE    	LinuxDoc    	SGML        	2
2001-09-28	BACKGROUNDER	DocBook     	SGML        	1
2001-09-28	FAQ         	DocBook     	SGML        	2
2001-09-28	FAQ         	HTML        	SGML        	2
2001-09-28	FAQ         	LinuxDoc    	SGML        	2
2001-09-28	FAQ         	N/A         	TEXT        	3
2001-09-28	GUIDE       	DocBook     	SGML        	7
2001-09-28	GUIDE       	DocBook     	XML         	2
2001-09-28	GUIDE       	HTML        	SGML        	1
2001-09-28	GUIDE       	LinuxDoc    	SGML        	1
2001-09-28	GUIDE       	N/A         	LaTeX       	1
2001-09-28	HOWTO       	DocBook     	SGML        	89
2001-09-21	GUIDE       	LinuxDoc    	SGML        	1
2001-09-21	GUIDE       	N/A         	LaTeX       	1
2001-09-21	HOWTO       	DocBook     	SGML        	87
2001-09-21	HOWTO       	DocBook     	XML         	3
2001-09-21	HOWTO       	HTML        	SGML        	2
2001-09-21	HOWTO       	LinuxDoc    	SGML        	167
2001-09-21	MINI        	DocBook     	SGML        	75
2001-09-21	MINI        	HTML        	SGML        	1
2001-09-21	MINI        	LinuxDoc    	SGML        	34
2001-09-21	QUICK       	HTML        	SGML        	1
2001-09-21	QUICK       	N/A         	PDF         	1
2001-09-21	TEMPLATE    	DocBook     	SGML        	1
2001-09-21	TEMPLATE    	LinuxDoc    	SGML        	2
2001-09-22	BACKGROUNDER	DocBook     	SGML        	1
2001-09-22	FAQ         	DocBook     	SGML        	2
2001-09-22	FAQ         	HTML        	SGML        	2
2001-09-22	FAQ         	LinuxDoc    	SGML        	2
2001-09-22	FAQ         	N/A         	TEXT        	3
2001-09-22	GUIDE       	DocBook     	SGML        	7
2001-09-22	GUIDE       	DocBook     	XML         	2
2001-09-22	GUIDE       	HTML        	SGML        	1
2001-09-22	GUIDE       	LinuxDoc    	SGML        	1
2001-09-22	GUIDE       	N/A         	LaTeX       	1
2001-09-22	HOWTO       	DocBook     	SGML        	87
2001-09-22	HOWTO       	DocBook     	XML         	3
2001-09-22	HOWTO       	HTML        	SGML        	2
2001-09-22	HOWTO       	LinuxDoc    	SGML        	167
2001-09-22	MINI        	DocBook     	SGML        	75
2001-09-22	MINI        	HTML        	SGML        	1
2001-09-22	MINI        	LinuxDoc    	SGML        	34
2001-09-22	QUICK       	HTML        	SGML        	1
2001-09-22	QUICK       	N/A         	PDF         	1
2001-09-22	TEMPLATE    	DocBook     	SGML        	1
2001-09-22	TEMPLATE    	LinuxDoc    	SGML        	2
2001-09-23	BACKGROUNDER	DocBook     	SGML        	1
2001-09-23	FAQ         	DocBook     	SGML        	2
2001-09-23	FAQ         	HTML        	SGML        	2
2001-09-23	FAQ         	LinuxDoc    	SGML        	2
2001-09-23	FAQ         	N/A         	TEXT        	3
2001-09-23	GUIDE       	DocBook     	SGML        	7
2001-09-23	GUIDE       	DocBook     	XML         	2
2001-09-23	GUIDE       	HTML        	SGML        	1
2001-09-23	GUIDE       	LinuxDoc    	SGML        	1
2001-09-23	GUIDE       	N/A         	LaTeX       	1
2001-09-23	HOWTO       	DocBook     	SGML        	87
2001-09-23	HOWTO       	DocBook     	XML         	3
2001-09-23	HOWTO       	HTML        	SGML        	2
2001-09-23	HOWTO       	LinuxDoc    	SGML        	167
2001-09-23	MINI        	DocBook     	SGML        	75
2001-09-23	MINI        	HTML        	SGML        	1
2001-09-23	MINI        	LinuxDoc    	SGML        	34
2001-09-23	QUICK       	HTML        	SGML        	1
2001-09-23	QUICK       	N/A         	PDF         	1
2001-09-23	TEMPLATE    	DocBook     	SGML        	1
2001-09-23	TEMPLATE    	LinuxDoc    	SGML        	2
2001-09-24	BACKGROUNDER	DocBook     	SGML        	1
2001-09-24	FAQ         	DocBook     	SGML        	2
2001-09-24	FAQ         	HTML        	SGML        	2
2001-09-24	FAQ         	LinuxDoc    	SGML        	2
2001-09-24	FAQ         	N/A         	TEXT        	3
2001-09-24	GUIDE       	DocBook     	SGML        	7
2001-09-24	GUIDE       	DocBook     	XML         	2
2001-09-24	GUIDE       	HTML        	SGML        	1
2001-09-24	GUIDE       	LinuxDoc    	SGML        	1
2001-09-24	GUIDE       	N/A         	LaTeX       	1
2001-09-24	HOWTO       	DocBook     	SGML        	87
2001-09-24	HOWTO       	DocBook     	XML         	3
2001-09-24	HOWTO       	HTML        	SGML        	2
2001-09-24	HOWTO       	LinuxDoc    	SGML        	167
2001-09-24	MINI        	DocBook     	SGML        	75
2001-09-24	MINI        	HTML        	SGML        	1
2001-09-24	MINI        	LinuxDoc    	SGML        	34
2001-09-24	QUICK       	HTML        	SGML        	1
2001-09-24	QUICK       	N/A         	PDF         	1
2001-09-24	TEMPLATE    	DocBook     	SGML        	1
2001-09-17	QUICK       	HTML        	SGML        	1
2001-09-17	QUICK       	N/A         	PDF         	1
2001-09-17	TEMPLATE    	DocBook     	SGML        	1
2001-09-17	TEMPLATE    	LinuxDoc    	SGML        	2
2001-09-18	BACKGROUNDER	DocBook     	SGML        	1
2001-09-18	FAQ         	DocBook     	SGML        	2
2001-09-18	FAQ         	HTML        	SGML        	2
2001-09-18	FAQ         	LinuxDoc    	SGML        	2
2001-09-18	FAQ         	N/A         	TEXT        	3
2001-09-18	GUIDE       	DocBook     	SGML        	7
2001-09-18	GUIDE       	DocBook     	XML         	2
2001-09-18	GUIDE       	HTML        	SGML        	1
2001-09-18	GUIDE       	LinuxDoc    	SGML        	1
2001-09-18	GUIDE       	N/A         	LaTeX       	1
2001-09-18	HOWTO       	DocBook     	SGML        	87
2001-09-18	HOWTO       	DocBook     	XML         	3
2001-09-18	HOWTO       	HTML        	SGML        	2
2001-09-18	HOWTO       	LinuxDoc    	SGML        	167
2001-09-18	MINI        	DocBook     	SGML        	75
2001-09-18	MINI        	HTML        	SGML        	1
2001-09-18	MINI        	LinuxDoc    	SGML        	34
2001-09-18	QUICK       	HTML        	SGML        	1
2001-09-18	QUICK       	N/A         	PDF         	1
2001-09-18	TEMPLATE    	DocBook     	SGML        	1
2001-09-18	TEMPLATE    	LinuxDoc    	SGML        	2
2001-09-19	BACKGROUNDER	DocBook     	SGML        	1
2001-09-19	FAQ         	DocBook     	SGML        	2
2001-09-19	FAQ         	HTML        	SGML        	2
2001-09-19	FAQ         	LinuxDoc    	SGML        	2
2001-09-19	FAQ         	N/A         	TEXT        	3
2001-09-19	GUIDE       	DocBook     	SGML        	7
2001-09-19	GUIDE       	DocBook     	XML         	2
2001-09-19	GUIDE       	HTML        	SGML        	1
2001-09-19	GUIDE       	LinuxDoc    	SGML        	1
2001-09-19	GUIDE       	N/A         	LaTeX       	1
2001-09-19	HOWTO       	DocBook     	SGML        	87
2001-09-19	HOWTO       	DocBook     	XML         	3
2001-09-19	HOWTO       	HTML        	SGML        	2
2001-09-19	HOWTO       	LinuxDoc    	SGML        	167
2001-09-19	MINI        	DocBook     	SGML        	75
2001-09-19	MINI        	HTML        	SGML        	1
2001-09-19	MINI        	LinuxDoc    	SGML        	34
2001-09-19	QUICK       	HTML        	SGML        	1
2001-09-19	QUICK       	N/A         	PDF         	1
2001-09-19	TEMPLATE    	DocBook     	SGML        	1
2001-09-19	TEMPLATE    	LinuxDoc    	SGML        	2
2001-09-20	BACKGROUNDER	DocBook     	SGML        	1
2001-09-20	FAQ         	DocBook     	SGML        	2
2001-09-20	FAQ         	HTML        	SGML        	2
2001-09-20	FAQ         	LinuxDoc    	SGML        	2
2001-09-20	FAQ         	N/A         	TEXT        	3
2001-09-20	GUIDE       	DocBook     	SGML        	7
2001-09-20	GUIDE       	DocBook     	XML         	2
2001-09-20	GUIDE       	HTML        	SGML        	1
2001-09-20	GUIDE       	LinuxDoc    	SGML        	1
2001-09-20	GUIDE       	N/A         	LaTeX       	1
2001-09-20	HOWTO       	DocBook     	SGML        	87
2001-09-20	HOWTO       	DocBook     	XML         	3
2001-09-20	HOWTO       	HTML        	SGML        	2
2001-09-20	HOWTO       	LinuxDoc    	SGML        	167
2001-09-20	MINI        	DocBook     	SGML        	75
2001-09-20	MINI        	HTML        	SGML        	1
2001-09-20	MINI        	LinuxDoc    	SGML        	34
2001-09-20	QUICK       	HTML        	SGML        	1
2001-09-20	QUICK       	N/A         	PDF         	1
2001-09-20	TEMPLATE    	DocBook     	SGML        	1
2001-09-20	TEMPLATE    	LinuxDoc    	SGML        	2
2001-09-21	BACKGROUNDER	DocBook     	SGML        	1
2001-09-21	FAQ         	DocBook     	SGML        	2
2001-09-21	FAQ         	HTML        	SGML        	2
